C,H,O,N,S,P,Se,Na,Cl,13C,m/z,H/C,O/C,KM,NKM,KMD,DBE,DBE-O,13Cratio,AImod,Q1P1-10m,Q1P1-20m,Q1P1-30m,Q1P1-60m,Q1P1-90m,Q1P1-315m,Q1P4-0.5m,Q1P4-10m,Q1P4-20m,Q1P4-30m,Q1P4-60m,Q1P4-90m,Q1P4-314m,Q1P6-10m,Q1P6-20m,Q1P6-30m,Q1P6-60m,Q1P6-90m,Q1P6-822m,Q1P7-0.5m,Q1P7-10m,Q1P7-20m,Q1P7-30m,Q1P7-60m,Q1P7-90m,Q1P7-3345m,Q2P1-10m,Q2P1-20m,Q2P1-30m,Q2P1-30m-2,Q2P1-60m,Q2P1-90m,Q2P1-316m,Q2P4-0.5m,Q2P4-10m,Q2P4-20m,Q2P4-30m,Q2P4-60m,Q2P4-90m,Q2P4-352m,Q2P6-0.5m,Q2P6-10m,Q2P6-20m,Q2P6-30m,Q2P6-60m,Q2P6-90m,Q2P6-922m,Q2P7-0.5m,Q2P7-10m,Q2P7-20m,Q2P7-30m,Q2P7-60m,Q2P7-90m,Q2P7-3237m,Q4P1-10m,Q4P1-20m,Q4P1-30m,Q4P1-90m,Q4P1-150m,Q4P1-316m,Q4P2-10m,Q4P2-30m,Q4P2-60m,Q4P2-90m,Q4P2-176m,Q4P4-10m,Q4P4-20m,Q4P4-30m,Q4P4-40m,Q4P4-50m,Q4P4-334m,Q4P5-10m,Q4P5-20m,Q4P5-30m,Q4P5-40m,Q4P5-90m,Q4P5-139m,Q4P6-10m,Q4P6-20m,Q4P6-30m,Q4P6-40m,Q4P6-120m,Q4P6-871,Q4P7-10m,Q4P7-20m,Q4P7-30m,Q4P7-40m,Q4P7-200m,Q4P7-3415m,Q1P7-MQ1,Q1P7-MQ2,Q1P7-MQ3,Q2P1-MQ1,Q2P1-MQ2,Q2P1-MQ3,PLFA-3,PLFA-4,PLFA-5,PLFA-6,PLFA-7,PLFA-New2b
24,38,9,0,0,0,0,0,0,0,469.244305,1.58333333,0.375,468.720343,469,0.279657483,6,-3,0.266936299,0.0769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.838654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.506816,59.9623107,42.7981131,122.368418,0,112.898442
26,46,7,0,0,0,0,0,0,0,469.317076,1.76923077,0.269230769,468.793032,469,0.206967939,4,-3,0.289180991,0.0222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71168681
19,21,13,1,0,0,0,0,0,0,470.094012,1.10526316,0.684210526,469.569101,470,0.430898874,9,-4,0.21132457,0.217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07814795,0,0,0,0
20,25,12,1,0,0,0,0,0,0,470.130398,1.25,0.6,469.605446,470,0.394554102,8,-4,0.222446916,0.153846154,105.877515,125.001702,115.330489,0,127.533122,0,0,103.991892,100.438769,102.861828,102.82427,103.207585,0,105.308181,144.447918,153.248672,134.356963,112.441308,0,175.224529,0,0,0,0,0,260.587371,0,0,0,143.337072,0,155.454399,0,166.845265,0,0,108.004527,137.038424,0,128.202267,0,0,0,0,0,0,0,0,0,71.1669609,0,0,0,0,152.390428,0,84.4924956,87.7641107,131.444843,187.783894,74.6023725,118.005391,0,103.663677,0,125.482829,202.425541,136.288351,86.7681379,67.5299863,89.6538893,63.3449072,103.736447,84.3674502,135.827131,193.807921,0,185.14196,156.699378,88.8908204,206.444873,0,0,198.806554,0,90.5201443,75.6800346,136.10727,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,9,1,0,0,0,0,0,0,470.145654,1.04166667,0.375,469.620685,470,0.379314937,12,3,0.266936299,0.405405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1891549,0,0,0,0
21,29,11,1,0,0,0,0,0,0,470.166783,1.38095238,0.523809524,469.641791,470,0.35820933,7,-4,0.233569262,0.103448276,0,0,0,0,0,0,0,63.9629765,0,0,82.2723822,69.8853457,0,68.5711603,62.1341152,81.7806025,91.1692562,94.8623106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4982668,0,34.0731588,0,0,82.3488651,33.8094938,0,0,44.4003659,0,42.8177951,95.146008,44.5641,0,33.9158094,0,0,0,32.7115142,0,0,0,0,0,0,90.9293237,0,0,0,0,47.0297628,57.7523698,47.9819759,0,0,0,0,0,0,0,0,31.7769775,0,0,0,36.1979233
22,33,10,1,0,0,0,0,0,0,470.203169,1.5,0.454545455,469.678135,470,0.321864559,6,-4,0.244691608,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0630128,10.1381357,0,0,0,9.58471732
26,33,7,1,0,0,0,0,0,0,470.218425,1.26923077,0.269230769,469.693375,470,0.306625394,10,3,0.289180991,0.302325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5270482,0,0,0,6.12192795
19,20,14,0,0,0,0,0,0,0,471.078028,1.05263158,0.736842105,470.552018,471,0.447982034,10,-4,0.21132457,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9913963,58.0592125,47.5571921,0,0,0,205.895487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.528574,0,47.3446405,66.081343,93.250916,139.558043,47.976578,60.4090371,0,90.1736172,0,53.4339357,167.061189,160.270607,66.6277165,55.1426474,0,53.1046328,84.7000411,73.0741138,50.2788929,161.533732,0,131.832767,0,54.3442459,143.929731,0,0,0,0,0,38.9364265,91.0846118,0,0,0,0,0,0,0,0,0,0,0,0,0
23,20,11,0,0,0,0,0,0,0,471.093284,0.869565217,0.47826087,470.567257,471,0.43274287,14,3,0.255813953,0.485714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.492966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,24,11,0,1,0,0,0,0,0,471.096655,1.2,0.55,470.570624,471,0.429375634,9,-2,0.222446916,0.185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4695051,42.3518476,41.1941679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8927547,0,0,0,0,0,0,0,0,0,0,0,90.2978023,0,0,0,0,0,0,22.4901169,0,0,0,0,0,0,113.5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2075429,0,0,0,0
20,24,13,0,0,0,0,0,0,0,471.114413,1.2,0.65,470.588363,471,0.411637263,9,-4,0.222446916,0.185185185,739.616066,808.482506,759.484803,710.606876,810.004809,738.193128,844.560196,673.011651,669.624656,758.540604,804.589315,728.120896,0,832.840733,851.274919,840.635262,780.975352,766.686863,884.323702,998.309537,1004.91225,609.981219,900.087478,1046.32461,762.921187,1022.67164,741.93362,0,806.760258,847.885217,822.973051,823.91021,800.71773,947.059986,583.082558,798.645432,748.04941,832.578594,450.504639,771.596019,939.262975,0,687.936605,679.698111,633.183395,697.133555,655.032061,0,0,647.707772,578.505245,666.945126,564.300405,690.460758,946.738958,705.231197,690.596736,673.416661,856.629847,1034.52725,755.899422,736.189792,525.406595,826.88271,0,707.778491,1027.7413,916.66906,709.789186,707.285197,612.081392,653.492397,751.696197,714.457908,677.196252,1028.45351,0,999.945375,871.963391,662.766116,1063.44712,0,770.977367,952.523588,802.553679,685.253114,679.163471,821.601735,715.325871,0,0,0,0,0,0,0,0,0,0,0,0
24,24,10,0,0,0,0,0,0,0,471.129669,1,0.416666667,470.603602,471,0.396398098,13,3,0.266936299,0.421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.823125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.639989,0,95.8840358,0,0,0,0,0,0,92.3730585,0,0,0,73.9473426,0,74.6265659,0,0,89.2275627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,10,0,1,0,0,0,0,0,471.13304,1.33333333,0.476190476,470.606969,471,0.393030862,8,-2,0.233569262,0.133333333,0,0,0,0,106.327158,0,0,73.6496385,0,82.2832005,0,0,0,86.03323,77.6219136,80.115364,0,0,224.411951,0,0,0,0,0,186.485333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.069522,0,0,0,0,0,0,0,0,0,0,126.986635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2825312,78.05203,52.2183425,0,0,74.294679
23,24,9,2,0,0,0,0,0,0,471.140903,1.04347826,0.391304348,470.614823,471,0.385177241,11,2,0.255813953,0.393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8781671,0,0,0,0,0
21,28,12,0,0,0,0,0,0,0,471.150799,1.33333333,0.571428571,470.624708,471,0.375292491,8,-4,0.233569262,0.133333333,1471.2303,1423.59189,1393.52251,1405.98533,1432.18374,1425.91801,1256.83272,1345.61257,1279.04171,1363.55782,1399.37973,1355.72743,0,1460.14688,1417.26222,1388.6289,1399.11465,1422.57699,1791.86047,1351.79753,1245.79759,1052.84506,1314.90693,1341.65846,1433.76349,1595.94357,1362.11021,621.190695,1380.86888,1417.70205,1400.47898,1373.30479,1436.9765,1510.04782,1096.3321,1395.71395,1411.31701,1409.21322,1245.32461,1359.06804,1431.87876,0,1343.28193,1350.81968,1244.6587,1434.02277,1360.60286,875.763512,803.208001,1198.1692,1029.329,1198.58791,1177.95677,1234.09925,1149.37736,1055.87197,1059.06254,1057.71273,1193.57213,1243.57143,1049.28084,1164.40363,941.823197,1198.69214,0,1005.32126,1254.46187,1153.16779,987.518806,1034.56603,1052.10171,991.773791,1121.77972,1074.2729,1055.47052,1327.62953,570.739918,1329.59142,1080.88103,998.834874,1324.08905,0,1158.00492,1174.45144,1259.00536,983.337501,952.457423,1089.83823,1044.98854,0,0,0,0,0,0,97.6417977,98.3479244,57.4806221,122.179231,115.869882,115.74568
25,28,9,0,0,0,0,0,0,0,471.166055,1.12,0.36,470.639947,471,0.360053326,12,3,0.278058645,0.365853659,0,0,0,0,0,0,0,78.0390542,0,0,63.6674201,69.0040459,0,65.4532451,81.3664647,72.3002337,80.3923918,0,0,0,166.213551,199.427682,0,0,0,138.58775,0,0,0,0,0,0,0,0,0,0,71.5663071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.820012,140.052049,152.275748,129.420352,141.206171,110.689992,152.058436,120.180186,93.4892555,127.717982,0,146.807837,92.1716607,124.728929,146.3584,133.982624,161.119394,116.365488,110.501726,152.460473,150.213541,0,0,0,0,177.305848,84.866083,0,0,0,0,153.758485,148.613308,139.638036,0,0,0,0,0,0,0,0,0,0,0,0,0
22,32,9,0,1,0,0,0,0,0,471.169426,1.45454545,0.409090909,470.643314,471,0.35668609,7,-2,0.244691608,0.0909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.254012,117.298752,108.972257,156.452375,134.684562,136.199303
24,28,8,2,0,0,0,0,0,0,471.177288,1.16666667,0.333333333,470.651168,471,0.348832469,10,2,0.266936299,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4406448,0,0,0,0
22,32,11,0,0,0,0,0,0,0,471.187184,1.45454545,0.5,470.661052,471,0.338947719,7,-4,0.244691608,0.0909090909,702.929674,702.061799,723.142219,704.72685,692.71308,703.381482,608.464002,690.19602,707.862105,673.945031,680.932321,663.822219,0,677.188475,652.509376,682.111667,667.161391,725.674718,517.231586,566.395836,652.185457,923.91162,753.908184,869.879885,764.984758,906.252634,662.125718,0,675.760341,642.135427,727.362652,685.169543,722.817941,628.870665,554.335165,689.87648,724.200617,648.459385,695.539019,664.441884,628.665395,0,648.337636,679.915538,668.038357,682.808659,592.201053,0,0,636.697664,583.482381,670.654073,599.757333,603.827894,367.789082,415.913816,423.337059,412.170395,423.281216,393.96931,388.148399,493.261218,449.743359,429.696422,0,351.91489,434.842378,352.103137,375.556781,369.623484,390.091051,396.466962,416.246018,392.899862,359.716207,473.915421,0,484.55249,399.954661,356.245005,454.159894,0,598.697141,447.756087,502.62517,350.505423,339.45045,366.205939,0,0,0,0,0,0,0,144.503517,143.093918,94.94963,160.892167,154.582601,193.130707
26,32,8,0,0,0,0,0,0,0,471.20244,1.23076923,0.307692308,470.676291,471,0.323708554,11,3,0.289180991,0.318181818,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3394836,39.1075554,29.0650554,45.7007939,0,0,0,165.300885,0,151.456773,0,0,237.296972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2233745,98.9103348,82.7408226,80.5843736,55.6513723,0,66.8690704,76.3922345,0,69.7899256,0,88.8594113,0,38.5395835,73.7364878,63.7304792,89.7944168,66.6192857,58.28319,63.283752,61.2805998,0,0,0,0,84.8635489,0,0,0,0,0,71.6663261,77.7421794,59.6071606,0,0,0,0,0,0,0,0,0,0,0,0,0
23,36,8,0,1,0,0,0,0,0,471.205811,1.56521739,0.347826087,470.679659,471,0.320341318,6,-2,0.255813953,0.0555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0412157
23,36,10,0,0,0,0,0,0,0,471.223569,1.56521739,0.434782609,470.697397,471,0.302602947,6,-4,0.255813953,0.0555555556,0,0,0,0,0,0,0,66.527142,0,0,0,65.4785938,0,51.9139622,34.4568643,46.1845792,46.2784256,75.3028208,291.47276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1261236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0815834,62.043536,0,29.3549205,58.0817168,71.3576949
19,23,13,1,0,0,0,0,0,0,472.109662,1.21052632,0.684210526,471.5825,472,0.417499567,8,-5,0.21132457,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.323983,152.588078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.411334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2992462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,10,1,0,0,0,0,0,0,472.124919,1,0.434782609,471.59774,472,0.402260402,12,2,0.255813953,0.411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2885953
20,27,12,1,0,0,0,0,0,0,472.146048,1.35,0.6,471.618845,472,0.381154795,7,-5,0.222446916,0.0769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3515711,27.5396191,27.274098,0,0,0,0,0,270.819102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2686297,0,0,0,0,0,0,0,0,22.9060744,0,0,0,33.0579561,0,0,0,0,0,20.4202977,0,0,0,0,0,0,84.1974919,0,0,0,0,0,0,34.3474175,0,0,0,0,0,0,0,0,0,0,0,0,11.1462863
24,27,9,1,0,0,0,0,0,0,472.161304,1.125,0.375,471.634084,472,0.36591563,11,2,0.266936299,0.351351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.067496,115.940017,121.668103,98.8284887,111.180054,0
25,31,8,1,0,0,0,0,0,0,472.197689,1.24,0.32,471.670429,472,0.329570858,10,2,0.278058645,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2053233,21.3045261
19,22,14,0,0,0,0,0,0,0,473.093678,1.15789474,0.736842105,472.565417,473,0.434582727,9,-5,0.21132457,0.166666667,0,0,0,0,0,0,0,0,0,0,52.3096656,0,0,79.6000585,82.6530281,64.0501358,57.1461078,0,0,194.291447,0,0,233.636045,0,0,0,0,0,0,0,0,0,0,117.791259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.998862,70.2766926,50.9298595,70.7764814,118.405797,157.890409,57.2797019,83.6525676,0,83.8691728,0,50.2772405,164.778701,148.095772,61.8472339,69.0741617,0,39.8810062,81.960065,66.8374498,47.1141466,148.797806,0,130.116882,0,64.5093593,163.152288,0,0,0,0,59.3956449,41.6766135,81.3712234,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22,11,0,0,0,0,0,0,0,473.108934,0.956521739,0.47826087,472.580656,473,0.419343562,13,2,0.255813953,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.073989,0,0,0,189.714965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.877387,0,144.207345,0,0,0,0,0,0,140.563985,0,0,106.745957,138.554172,95.5620078,105.477246,0,0,94.0392068,0,0,0,0,135.310007,0,0,0,0,0,106.24634,110.655806,150.025149,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,11,0,1,0,0,0,0,0,473.112305,1.3,0.55,472.584024,473,0.415976326,8,-3,0.222446916,0.111111111,0,0,0,0,0,0,0,91.5855828,0,0,0,0,0,0,0,0,0,0,0,135.969965,0,0,0,0,206.680156,0,0,0,0,0,0,0,0,141.528372,0,0,0,114.987672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0579175,51.6234934,0
22,22,10,2,0,0,0,0,0,0,473.120167,1,0.454545455,472.591877,473,0.408122706,11,1,0.244691608,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8575364,0,0,0,0,0
20,26,13,0,0,0,0,0,0,0,473.130063,1.3,0.65,472.601762,473,0.398237955,8,-5,0.222446916,0.111111111,507.604507,500.685477,480.134308,455.723431,504.658639,473.078122,519.674661,434.981489,427.391072,483.647976,490.721051,469.61652,0,537.898433,540.222855,523.816118,465.910793,477.913469,517.768033,578.874063,777.519175,564.714563,568.708785,857.670604,481.685288,0,466.947133,0,490.17373,543.970894,515.456795,512.484731,504.646265,572.726263,379.689977,525.207805,485.457014,514.958109,0,480.198106,580.563115,0,460.059257,457.126727,399.915878,441.389799,419.579216,0,0,343.832937,0,404.833616,379.439499,417.986796,454.425569,350.914423,372.516071,366.756788,463.12815,511.931503,396.893152,427.155085,298.412791,440.278062,0,365.00088,537.349492,478.317268,375.339948,372.974901,315.853564,370.651563,404.587532,367.251025,359.868263,528.106419,0,522.541782,463.368171,336.100061,545.750033,0,0,460.446427,441.884747,341.363746,312.260947,417.073688,0,0,0,0,0,0,0,0,0,0,0,0,0
24,26,10,0,0,0,0,0,0,0,473.145319,1.08333333,0.416666667,472.617001,473,0.382998791,12,2,0.266936299,0.368421053,264.266008,259.676479,276.869049,260.904073,268.112426,263.841445,229.28477,216.80479,240.784084,252.834153,250.577313,238.766412,0,242.591031,232.589486,238.937481,232.890806,221.15321,271.743229,196.061811,335.650647,0,217.803118,0,264.41306,263.111204,228.443615,0,232.18089,232.968721,0,244.308463,268.858419,237.510478,249.932808,231.102121,242.506993,224.774943,0,226.665054,233.301375,0,0,231.279732,0,258.675868,250.131683,0,0,231.251369,0,147.926585,0,274.903078,352.220032,351.85555,345.86331,347.245206,354.308433,348.480432,361.373536,317.110298,243.995057,335.631615,0,362.586097,305.163818,325.465458,327.614751,352.807228,341.08614,294.946747,324.847626,352.79689,342.708715,300.519881,0,246.304216,298.407943,362.524473,287.639112,0,0,323.058795,301.115731,337.951923,328.831328,369.603281,0,0,0,0,0,0,0,0,0,0,0,0,0
21,30,10,0,1,0,0,0,0,0,473.148691,1.42857143,0.476190476,472.620368,473,0.379631555,7,-3,0.233569262,0.0666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.733934,0,0,0,0,85.7557737
23,26,9,2,0,0,0,0,0,0,473.156553,1.13043478,0.391304348,472.628222,473,0.371777934,10,1,0.255813953,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9234165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6381229,0,0
21,30,12,0,0,0,0,0,0,0,473.166449,1.42857143,0.571428571,472.638107,473,0.361893184,7,-5,0.233569262,0.0666666667,477.611638,496.930029,474.362949,495.762415,543.981503,511.121902,420.986207,487.212952,454.886233,462.099479,491.228114,470.184868,0,508.731363,478.097498,481.186213,494.752983,503.086892,380.588515,457.431171,482.06481,0,0,0,537.889854,0,439.456626,0,469.407962,488.135472,516.708677,466.560976,481.326448,489.449885,359.438321,474.683641,477.677194,474.394715,0,476.07112,490.113505,0,436.918602,506.805025,485.182029,504.405031,460.566811,0,0,395.772261,0,444.790321,381.476525,346.831485,267.067359,269.779164,283.747271,288.160185,312.622616,298.803391,284.919579,345.269595,279.589926,324.870699,0,231.927956,299.759344,283.066082,246.021221,259.897194,266.961235,251.424719,301.612304,293.219276,259.67801,359.550738,0,397.388814,301.554158,248.431421,365.012993,0,0,308.768014,325.861534,220.705263,207.410129,240.41203,0,0,0,0,0,0,0,0,28.925703,0,0,0,0
25,30,9,0,0,0,0,0,0,0,473.181705,1.2,0.36,472.653346,473,0.346654019,11,2,0.278058645,0.317073171,321.281448,301.469239,286.888967,329.436625,285.859124,337.563461,245.915907,290.557236,291.75275,280.41343,278.910043,309.137098,0,263.938009,253.606626,261.466235,297.369968,294.425467,0,210.524089,431.161391,0,330.703704,528.139912,332.007456,565.442879,236.793578,0,297.402224,266.23374,297.290199,281.959596,310.036233,258.469696,242.641754,262.385662,278.289101,292.097188,0,306.048544,253.737005,0,301.090944,310.54299,312.482342,323.01469,283.559785,0,0,273.773913,0,288.974435,0,305.273237,309.124856,376.805393,376.776424,379.081236,341.775445,294.530143,357.623232,328.465777,324.27543,323.936996,0,372.499262,312.710703,290.597429,376.987637,354.741779,367.254925,328.76773,287.863313,358.413272,372.785424,247.930783,0,268.725414,265.644327,380.683579,276.664635,0,0,277.329755,279.054078,371.403479,353.204343,346.2148,0,0,0,0,0,0,0,0,0,0,0,0,0
